data, m, k, r, theta, n
gveii, 2, 58, 1, 11.25, 1

precision, recall, f1_score
0.174, 0.874, 0.29

members, duration
360 361 363 364 368 369, 1728-1823
360 361 364 368 369, 1714-1785
361 363 364 368 369, 1728-1823
361 364 368 369, 1714-1785
363 364, 1699-1764
363 364 368 369, 1707-1834
364 368 369, 1707-1839
365 366, 1730-1807
365 366 367, 1750-1809
365 367, 1752-1840
368 369, 1707-1847
371 372, 1720-1778 1729-1810 1775-1969 1917-1985
371 372 373, 1721-1786 1753-1832
372 373, 1721-1786 1753-1832
373 488, 2098-2190
373 625, 2247-2322
373 625 626, 2265-2327 2323-2382 2327-2399
373 625 626 630, 2321-2380 2325-2384 2342-2400
373 626, 2309-2368
373 626 630, 2319-2378
373 630, 2271-2331 2317-2376
374 375, 1716-1775 1720-1835
374 375 376, 1718-1777
374 376 383 384 385 386, 1833-1899
375 376, 1718-1777
376 383 384 385 386, 1771-1839 1789-1901
376 384, 1741-1816
376 384 385, 1759-1822
376 384 385 386, 1765-1828 1788-1846
377 378, 1733-1800
377 378 382, 1743-1829
378 382, 1743-1830
379 380, 1730-1913
383 384, 1741-1816
383 384 385, 1759-1822
383 384 385 386, 1765-1913
384 385, 1759-1822
384 385 386, 1765-1913
385 386, 1765-1928
389 390, 1753-1929
391 392, 1778-1854 1814-1874
391 392 396, 1797-1855
391 392 396 397, 1798-1869 1817-1901 1849-1908 1856-1972
391 392 397, 1812-1871 1844-1906 1851-1913
392 396, 1797-1855
392 396 397, 1798-1869 1817-1901 1849-1908 1856-1925 1874-1972
393 394, 1780-1838 1912-1970
393 394 395, 1781-1920 1913-1980
394 395, 1781-1968 1913-1980
396 397, 1798-1989
399 400, 1810-2099 2052-2211 2160-2218
401 425, 1835-1899
401 425 427, 1842-1901
401 425 427 428 429, 1846-1913
401 425 427 428 429 433 434 435, 1859-1921
401 425 427 428 429 433 434 435 436, 1864-1925
401 425 427 428 429 433 434 435 436 437, 1868-1927
401 425 427 428 429 433 434 435 436 437 438, 1870-2007
401 425 427 428 429 433 435, 1856-1916
401 425 427 429, 1844-1903
401 427 428 429 433 434 435 436 437 438, 1950-2009
403 404, 1817-1898
403 404 405 406, 1906-1973
403 404 405 406 409 410, 1923-1984
403 404 405 406 409 410 412, 1927-1986
403 404 405 406 409 410 412 414 415 420 421 422 444 445, 1929-1991
403 404 405 406 411 412, 1876-1963
403 404 405 406 412, 1916-1980
403 404 406, 1841-1905
403 404 406 409, 1848-1906 1850-1912
403 404 406 409 410, 1849-1907
403 404 406 409 411, 1855-1913
403 404 406 409 411 412, 1856-1919
403 404 406 411 412, 1862-1933
404 406, 1906-1980
404 406 409 410, 1923-1984
404 406 409 410 412, 1927-1992
404 406 411 412, 1879-1963
405 406, 1841-1905 1906-1973 1923-1984 1951-2009
405 406 409, 1848-1906 1850-1912
405 406 409 410, 1849-1907
405 406 409 411, 1855-1913
405 406 409 411 412, 1856-1919
405 406 411 412, 1862-1963
405 406 412, 1916-1980 1927-1986
405 406 412 414 415 420 421 422 444 445, 1929-2002
405 406 412 414 415 421 422 444 445, 1945-2008
406 409, 1848-1906 1850-1912
406 409 410, 1849-1907
406 409 411, 1855-1913
406 409 411 412, 1856-1919
406 411 412, 1862-1963
406 412, 1927-2008
407 408, 1845-1906
407 408 409 410, 1897-1960 1911-1987
407 408 409 410 411 412, 1930-1994
407 408 410, 1849-1911 1865-1928 1903-1968
407 410, 1895-1954
407 410 411 412, 1937-1999
408 409 410, 1896-1960 1911-1987
408 409 410 411 412, 1930-1994
408 410, 1849-1953 1903-1968
409 410, 1849-1907 1869-1988
409 410 411 412, 1937-1997
409 410 412, 1931-1994
410 411 412, 1937-1999
410 412, 1933-1994
411 412, 1856-2008
414 415, 1878-1936
414 415 420 421 422, 1899-1957
414 415 420 421 422 444 445, 1900-2002
414 415 421, 1879-1938
414 415 421 422, 1881-1951
414 415 421 422 444 445, 1945-2022
414 415 422, 1894-1956
414 421 422 444 445, 1965-2024
415 422, 1892-1957 1958-2022
415 422 444 445, 1904-1972 1933-2015
415 422 445, 1900-1961 1915-1990
417 418, 1875-1937 1917-2030
417 418 420, 1880-1948
417 418 420 443, 1891-1950
417 418 443, 1893-1974
418 420, 1880-1948
418 420 443, 1891-1950
418 443, 1893-1974
419 420 421, 1880-1938
419 420 421 422, 1881-1957 1967-2030
419 420 421 422 444 445, 1900-2024
419 421, 1879-1937 1973-2037
420 421 422, 1897-1957 1967-2030
420 421 422 444 445, 1900-2024
421 422, 1881-1957 1967-2030
421 422 444 445, 1900-2024
422 444 445, 1904-1972 1933-2015
422 445, 1900-1961 1915-1990
423 424, 1894-1957 2035-2169 2120-2220 2166-2258
423 424 445, 1900-1970
423 424 445 446, 1913-2020
423 424 446, 1963-2036
424 446, 1913-2038
425 428 429, 1846-1913
425 428 429 433 434 435 436 437 438, 1872-1957
425 428 429 434 435, 1859-1921
425 428 429 434 435 436, 1864-1925
425 428 429 434 435 436 437, 1868-1927
425 428 429 434 435 436 437 438, 1870-1929
425 428 429 435, 1856-1916
425 429, 1844-1903
425 429 435 438, 1900-1983 1937-2007
427 428 429, 1846-1913
427 428 429 433 434 435, 1859-1921
427 428 429 433 434 435 436, 1864-1925
427 428 429 433 434 435 436 437, 1868-1927
427 428 429 433 434 435 436 437 438, 1870-2026
427 428 429 433 435, 1856-1916
427 433 434 435 436 437 438, 1969-2027
428 429, 1846-1913
428 429 433 434 435 436 437 438, 1872-1989
428 429 434 435, 1859-1921
428 429 434 435 436, 1864-1925
428 429 434 435 436 437, 1868-1927
428 429 434 435 436 437 438, 1870-1929 1932-2026
428 429 435, 1856-1916
429 435, 1866-1925
429 435 437, 1868-1927
429 435 437 438, 1870-1939
429 435 438, 1894-2026
430 431, 1850-1910
430 431 432, 1853-2008
430 432, 1951-2010
431 432, 1853-2008
433 434 435, 1859-1921
433 434 435 436, 1864-1925
433 434 435 436 437, 1868-1927
433 434 435 436 437 438, 1870-2043
433 435, 1856-1916
434 435, 1859-1921
434 435 436, 1864-1925
434 435 436 437, 1868-1927
434 435 436 437 438, 1870-2045
435 437, 1868-1927
435 437 438, 1870-1946
435 438, 1889-2045
436 437, 1868-1927
436 437 438, 1870-2056
437 438, 1870-2058
439 440, 1881-2011
441 442, 1858-1998 1970-2087 2090-2167 2151-2212 2197-2272 2235-2294
443 454, 2113-2186 2136-2205
443 455, 2087-2166
444 445, 1900-2045
448 449, 1922-2071
451 452, 1926-2093
453 454, 1928-2000
453 454 455, 1943-2004
454 455, 1943-2066 2048-2138
456 457, 1943-2077
459 460, 1963-2038 1993-2059
459 460 463, 1981-2048
459 460 463 479 480, 2043-2128
459 460 463 479 480 481 482, 2028-2100
459 460 463 480, 1991-2050 2002-2085
460 479 480, 2043-2128
460 479 480 481 482, 2028-2100
460 480, 2004-2085
461 462, 1978-2038
461 462 463, 1981-2048 2037-2119
461 462 463 480, 1991-2094
462 463, 1981-2048 2037-2129
462 463 480, 1991-2094
463 480, 1991-2094
464 465, 1981-2043
464 465 466, 1986-2045
464 465 466 467, 1988-2049
464 465 466 467 468, 1992-2058
464 465 466 467 468 469 470, 2002-2075
464 465 466 467 468 470, 2001-2059
464 465 467 468, 2070-2128
464 465 467 468 469 470, 2018-2116
464 465 467 468 470, 2059-2127
464 468, 2071-2129
465 467, 1988-2049
465 467 468, 1992-2058 2068-2128
465 467 468 470, 2001-2125
467 468, 1992-2058 2068-2141
467 468 470, 2001-2125
468 470, 2001-2125
469 470, 2001-2116
471 472, 2008-2161
475 476, 2040-2168 2153-2300 2286-2347
477 478, 1992-2154 2137-2289
479 480, 1991-2062 2043-2132
479 480 481 482, 2005-2071 2017-2100
479 480 481 482 486, 2014-2074
481 482, 1996-2071 2017-2148
481 482 486, 2014-2074
482 486, 2014-2074
483 484, 2006-2152
486 487, 2018-2163
488 489, 2021-2121 2073-2136
488 489 490, 2079-2140
489 490, 2079-2140
492 493 494, 2049-2123 2101-2190
492 493 494 497, 2066-2125
492 493 494 497 498, 2068-2126
492 493 494 498, 2069-2128
492 493 494 498 499, 2071-2158
492 494, 2133-2199
493 494, 2049-2125 2101-2199
493 494 498, 2068-2128
493 494 498 499, 2071-2158
494 498, 2068-2128
494 498 499, 2071-2135
494 499, 2078-2153
495 500, 2074-2141 2122-2254 2215-2277 2232-2294 2245-2317 2266-2371 2335-2400
495 500 548, 2197-2272
496 497, 2066-2139 2114-2175 2145-2207 2151-2211 2156-2236
496 497 504, 2082-2159
496 497 504 523, 2102-2171
496 497 526, 2141-2202 2150-2208
496 497 526 528, 2118-2198
496 497 528, 2154-2213
497 504, 2082-2159
497 504 523, 2102-2171
498 499, 2071-2193
498 499 523, 2154-2219
498 499 523 530, 2151-2211
498 499 523 530 534, 2136-2208
499 523, 2154-2220
499 523 530, 2151-2211
499 523 530 534, 2149-2208
500 524, 2092-2154
501 526, 2141-2210
501 526 528, 2129-2198
502 503, 2079-2237
504 523, 2102-2188 2154-2223 2169-2230
504 523 524 530 534, 2144-2207
504 523 530, 2131-2189 2151-2211
504 523 530 534, 2132-2201 2150-2208
504 523 534, 2166-2226
505 506, 2087-2148
505 506 507 508 509, 2093-2161
505 506 507 509, 2091-2150
505 506 511, 2104-2163
505 506 511 512, 2106-2231
506 511 512, 2133-2233
506 512, 2106-2190
507 508 509, 2093-2217
507 509, 2091-2150
508 509, 2093-2219
510 513, 2134-2200 2160-2251 2242-2305
510 513 518, 2248-2334 2300-2359 2320-2400
510 513 519, 2194-2256
510 513 519 520, 2199-2299
510 518, 2277-2357 2302-2377
511 512, 2106-2244
513 518, 2254-2339 2319-2400
513 519 520, 2207-2298
513 520, 2199-2264
514 515 516, 2183-2283
514 515 516 517, 2226-2307
515 516, 2153-2283 2263-2328
515 516 517, 2226-2320
519 520, 2199-2312
519 520 521 522, 2255-2374 2324-2392
519 521 522, 2317-2381 2335-2394
520 521 522, 2301-2389
520 522, 2262-2358
521 522, 2239-2400
523 530, 2131-2189 2151-2211
523 530 534, 2132-2208
523 534, 2166-2226
525 527, 2106-2188
525 527 537, 2131-2200
525 527 537 538, 2143-2201
525 527 537 538 539, 2144-2207
525 527 538 539, 2150-2214
525 527 538 539 551 552, 2157-2217
525 566 568 569, 2263-2322
525 566 569, 2265-2323
525 568 569, 2261-2320
525 569, 2275-2341
526 528, 2117-2198 2154-2212
527 537 538 539 542 552 553 567, 2223-2283
527 538, 2143-2201
527 538 539, 2144-2214 2160-2220
527 538 539 551 552, 2157-2217
529 530, 2116-2189 2151-2214
529 530 534, 2132-2208 2157-2226
530 534, 2132-2208 2157-2228
531 532, 2140-2198 2249-2358 2318-2376
531 532 533, 2124-2197
531 532 541 543 544 554 555, 2190-2261
531 532 541 543 544 554 555 562 563 564 565, 2211-2278 2244-2306
531 532 541 543 544 555, 2204-2265
531 532 541 543 544 555 562 563 564 565, 2208-2268 2221-2301
531 532 543, 2141-2201
531 532 543 544, 2144-2213
531 532 543 544 548 554 555, 2166-2237
531 532 543 544 554, 2156-2215
531 532 543 544 554 555, 2158-2223 2180-2247
532 543, 2141-2201
532 543 544, 2144-2213
532 543 544 554, 2156-2215
532 543 544 554 555, 2158-2219
532 544, 2196-2298
532 544 548 555, 2166-2237
532 544 555, 2162-2223 2180-2253
535 536 537, 2139-2200
535 536 537 538, 2143-2201
535 536 537 538 539, 2144-2207
535 536 537 538 539 549, 2150-2208
535 536 537 538 539 549 550, 2151-2214 2160-2220
535 536 537 538 539 549 550 551 552, 2157-2217
535 536 537 538 539 549 550 551 552 553, 2163-2226
535 536 537 538 539 549 550 551 552 553 566, 2169-2228
535 536 537 538 539 549 550 551 552 553 566 567, 2171-2231
535 536 549 550 553 566 567, 2174-2239
535 536 549 550 553 567 570, 2236-2315
535 536 549 550 553 567 570 573, 2258-2317
535 536 549 550 553 567 570 573 574 575, 2260-2321
535 536 549 550 566 567, 2182-2243
535 536 549 550 566 567 568 569 570 571 572, 2201-2259
535 536 549 550 566 567 568 569 570 571 572 573 575, 2203-2265
535 536 549 550 566 567 568 569 570 571 572 575, 2202-2260
535 536 549 550 566 567 569 570, 2213-2282
535 536 549 550 566 567 569 570 571, 2188-2256
535 536 549 550 566 567 569 570 571 572, 2199-2258
535 536 549 550 566 567 569 570 571 572 573, 2208-2270
535 536 549 550 566 567 570 571, 2186-2245
535 536 549 550 566 569 570, 2225-2287
535 536 549 550 570, 2230-2293
535 536 549 550 570 573, 2264-2323
535 549 550 570 573, 2266-2327
536 537, 2139-2200
536 537 538, 2143-2201
536 537 538 539, 2144-2207
536 537 538 539 549, 2150-2208
536 537 538 539 549 550, 2151-2214 2160-2220
536 537 538 539 549 550 551 552, 2157-2217
536 537 538 539 549 550 551 552 553, 2163-2226
536 537 538 539 549 550 551 552 553 566, 2169-2228
536 537 538 539 549 550 551 552 553 566 567, 2171-2231
536 549 550 553 566 567, 2174-2239
536 549 550 553 567 570, 2236-2315
536 549 550 553 567 570 573, 2258-2317
536 549 550 553 567 570 573 574 575, 2260-2321
536 549 550 566 567, 2182-2243
536 549 550 566 567 568 569 570 571 572, 2201-2259
536 549 550 566 567 568 569 570 571 572 573 575, 2203-2265
536 549 550 566 567 568 569 570 571 572 575, 2202-2260
536 549 550 566 567 569 570, 2213-2282
