data, m, k, r, theta
gveii, 2, 4.75, 0.1, 11.25

precision, recall, f1_score
0, 0, 0

members, duration
1999 2000, 417-469
2000 2001, 417-470
2001 2002, 417-471
2002 2003, 417-471
2003 2004, 417-471
2004 2005, 417-471
2005 2006, 417-471
2006 2007, 426-471
2007 2008, 432-471
2176 2177, 527-565
2179 2180, 530-568
2187 2188, 531-569
2188 2189, 524-563 529-572
2189 2190, 523-572
2190 2191, 523-572
2191 2192, 523-572
2192 2193, 523-572
2193 2194, 523-572
2194 2195, 523-572
2195 2196, 523-572
2196 2197, 523-572
2197 2198, 523-572
2198 2199, 523-572
2199 2200, 523-573
2200 2201, 523-573
2201 2202, 523-573
2202 2203, 523-573
2203 2204, 523-579
2204 2205, 523-579
2205 2206, 523-579
2206 2207, 523-579
2207 2208, 523-579
2208 2209, 523-579
2209 2210, 523-579
2210 2211, 523-579
2211 2212, 527-579
2212 2213, 529-579
2213 2214, 529-579
2214 2215, 529-579
2215 2216, 529-579
2216 2217, 529-579
2217 2218, 529-579
2218 2219, 529-579
2219 2220, 529-579
2220 2221, 529-579
2221 2222, 529-579
2222 2223, 529-579
2223 2224, 529-579
2224 2225, 529-579
2225 2226, 530-579
2226 2227, 530-579
2227 2228, 531-579
2228 2229, 531-579
2229 2230, 531-579
2230 2231, 531-579
2231 2232, 531-579
2232 2233, 531-579
2233 2234, 531-579
2234 2235, 535-579
2235 2236, 535-579
2236 2237, 535-579
2237 2238, 535-579
2238 2239, 535-579
2239 2240, 535-579
2240 2241, 535-579
2241 2242, 535-579
2256 2257, 547-585
2257 2258, 547-585
2258 2259, 547-585
2259 2260, 547-585
2260 2261, 547-585
2261 2262, 547-585
2262 2263, 547-585
2263 2264, 547-585
2264 2265, 547-585
2265 2266, 547-587
2266 2267, 547-587
2267 2268, 547-587
2268 2269, 547-587
2269 2270, 547-587
2270 2271, 548-587
2271 2272, 549-587
2272 2273, 549-587
2273 2274, 549-587
2274 2275, 549-587
2275 2276, 549-587
2276 2277, 549-587
2277 2278, 549-587
2278 2279, 549-587
2279 2280, 549-587
2280 2281, 549-589
2281 2282, 549-589
2282 2283, 549-589
2283 2284, 549-589
2284 2285, 549-589
2285 2286, 549-589
2363 2364, 579-619
2364 2365, 579-619
2365 2366, 579-622
2366 2367, 579-622
2367 2368, 579-623
2368 2369, 579-623
2369 2370, 579-623
2370 2371, 579-623
2371 2372, 579-623
2372 2373, 579-623
2373 2374, 579-623
2374 2375, 579-623
2375 2376, 579-623
2376 2377, 579-623
2377 2378, 579-623
2378 2379, 579-623
2379 2380, 579-623
